sdg,indicator,unit,location,year,value,is_projected,ci_lower,ci_upper
SDG8 - Decent Work and Economic Growth,Male Non-Workers (Total) — Workers by Industry,,Arvi,1971,50146,0,,
SDG8 - Decent Work and Economic Growth,Male Non-Workers (Total) — Workers by Industry,,Wardha,1971,92071,0,,
SDG8 - Decent Work and Economic Growth,Male Non-Workers (Urban) — Workers by Industry,,Arvi,1971,7162,0,,
SDG8 - Decent Work and Economic Growth,Male Workers (derived) (Total) — Workers by Industry,,Arvi,1971,61031,0,,
SDG8 - Decent Work and Economic Growth,Marginal Workers - Census 2011,Number,Arvi,2011,6100,0,,
SDG8 - Decent Work and Economic Growth,Marginal Workers - Census 2011,Number,Wardha,2011,12600,0,,
SDG8 - Decent Work and Economic Growth,"Net District Income (current prices, ₹ crore)",,Wardha,2023,29368,0,,
SDG8 - Decent Work and Economic Growth,No. of MSME units registered under Udyam portal,Number,Wardha,2021,5239,0,,
SDG8 - Decent Work and Economic Growth,No. of MSME units registered under Udyam portal,Number,Wardha,2022,7463,0,,
SDG8 - Decent Work and Economic Growth,No. of MSME units registered under Udyam portal,Number,Wardha,2023,5900,0,,
SDG8 - Decent Work and Economic Growth,No. of MSME units registered under Udyam portal,Number,Wardha,2024,6510,0,,
SDG8 - Decent Work and Economic Growth,No. of MSME units registered under Udyam portal,Number,Wardha,2025,6840.5,1,4244.252,9436.748
SDG8 - Decent Work and Economic Growth,No. of MSME units registered under Udyam portal,Number,Wardha,2029,7740.5,1,1487.906,13993.094
SDG8 - Decent Work and Economic Growth,No. of MSME units registered under Udyam portal,Number,Wardha,2037,9540.5,1,0,23327.533
SDG8 - Decent Work and Economic Growth,No. of MSME units registered under Udyam portal,Number,Wardha,2047,11790.5,1,0,35041.061
SDG8 - Decent Work and Economic Growth,No. of MSME units registered under Udyam portal,Number,Wardha,2060,14715.5,1,0,50281.893
SDG8 - Decent Work and Economic Growth,No. of No-Frill Accounts opened under Pradhan Mantri Jan Dhan Yojana,Number,Wardha,2016,98714,0,,
SDG8 - Decent Work and Economic Growth,No. of No-Frill Accounts opened under Pradhan Mantri Jan Dhan Yojana,Number,Wardha,2017,122103,0,,
SDG8 - Decent Work and Economic Growth,No. of No-Frill Accounts opened under Pradhan Mantri Jan Dhan Yojana,Number,Wardha,2018,218142,0,,
SDG8 - Decent Work and Economic Growth,No. of No-Frill Accounts opened under Pradhan Mantri Jan Dhan Yojana,Number,Wardha,2019,248312,0,,
SDG8 - Decent Work and Economic Growth,No. of No-Frill Accounts opened under Pradhan Mantri Jan Dhan Yojana,Number,Wardha,2020,277843,0,,
SDG8 - Decent Work and Economic Growth,No. of No-Frill Accounts opened under Pradhan Mantri Jan Dhan Yojana,Number,Wardha,2021,319361,0,,
SDG8 - Decent Work and Economic Growth,No. of No-Frill Accounts opened under Pradhan Mantri Jan Dhan Yojana,Number,Wardha,2022,331946,0,,
SDG8 - Decent Work and Economic Growth,No. of No-Frill Accounts opened under Pradhan Mantri Jan Dhan Yojana,Number,Wardha,2023,333372,0,,
SDG8 - Decent Work and Economic Growth,No. of No-Frill Accounts opened under Pradhan Mantri Jan Dhan Yojana,Number,Wardha,2024,343146,0,,
SDG8 - Decent Work and Economic Growth,No. of No-Frill Accounts opened under Pradhan Mantri Jan Dhan Yojana,Number,Wardha,2025,413953.667,1,406854.638,421052.695
SDG8 - Decent Work and Economic Growth,No. of No-Frill Accounts opened under Pradhan Mantri Jan Dhan Yojana,Number,Wardha,2029,541299.8,1,529488.029,553111.571
SDG8 - Decent Work and Economic Growth,No. of No-Frill Accounts opened under Pradhan Mantri Jan Dhan Yojana,Number,Wardha,2037,795992.067,1,774300.099,817684.034
SDG8 - Decent Work and Economic Growth,No. of No-Frill Accounts opened under Pradhan Mantri Jan Dhan Yojana,Number,Wardha,2047,1114357.4,1,1080140.686,1148574.114
SDG8 - Decent Work and Economic Growth,No. of No-Frill Accounts opened under Pradhan Mantri Jan Dhan Yojana,Number,Wardha,2060,1528232.333,1,1477666.094,1578798.572
SDG8 - Decent Work and Economic Growth,"No. of accounts in Scheduled Commercial Banks per 1,000 population","Per 1,000 population",Wardha,2016,1269.98,0,,
SDG8 - Decent Work and Economic Growth,"No. of accounts in Scheduled Commercial Banks per 1,000 population","Per 1,000 population",Wardha,2017,1365.55,0,,
SDG8 - Decent Work and Economic Growth,"No. of accounts in Scheduled Commercial Banks per 1,000 population","Per 1,000 population",Wardha,2018,1449.29,0,,
SDG8 - Decent Work and Economic Growth,"No. of accounts in Scheduled Commercial Banks per 1,000 population","Per 1,000 population",Wardha,2019,1743.06,0,,
SDG8 - Decent Work and Economic Growth,"No. of accounts in Scheduled Commercial Banks per 1,000 population","Per 1,000 population",Wardha,2020,2088.75,0,,
SDG8 - Decent Work and Economic Growth,"No. of accounts in Scheduled Commercial Banks per 1,000 population","Per 1,000 population",Wardha,2021,1668.48,0,,
SDG8 - Decent Work and Economic Growth,"No. of accounts in Scheduled Commercial Banks per 1,000 population","Per 1,000 population",Wardha,2022,1929.37,0,,
SDG8 - Decent Work and Economic Growth,"No. of accounts in Scheduled Commercial Banks per 1,000 population","Per 1,000 population",Wardha,2023,2719.95,0,,
SDG8 - Decent Work and Economic Growth,"No. of accounts in Scheduled Commercial Banks per 1,000 population","Per 1,000 population",Wardha,2024,2958.79,0,,
SDG8 - Decent Work and Economic Growth,"No. of accounts in Scheduled Commercial Banks per 1,000 population","Per 1,000 population",Wardha,2025,2885.693,1,2825.846,2945.539
SDG8 - Decent Work and Economic Growth,"No. of accounts in Scheduled Commercial Banks per 1,000 population","Per 1,000 population",Wardha,2029,3665.961,1,3566.385,3765.537
SDG8 - Decent Work and Economic Growth,"No. of accounts in Scheduled Commercial Banks per 1,000 population","Per 1,000 population",Wardha,2037,5226.497,1,5043.628,5409.365
SDG8 - Decent Work and Economic Growth,"No. of accounts in Scheduled Commercial Banks per 1,000 population","Per 1,000 population",Wardha,2047,7177.167,1,6888.712,7465.622
SDG8 - Decent Work and Economic Growth,"No. of accounts in Scheduled Commercial Banks per 1,000 population","Per 1,000 population",Wardha,2060,9713.038,1,9286.752,10139.323
SDG8 - Decent Work and Economic Growth,"No. of banking outlets per 1,00,000 population","Per 1,00,000 population",Wardha,2016,13.02,0,,
SDG8 - Decent Work and Economic Growth,"No. of banking outlets per 1,00,000 population","Per 1,00,000 population",Wardha,2017,12.98,0,,
SDG8 - Decent Work and Economic Growth,"No. of banking outlets per 1,00,000 population","Per 1,00,000 population",Wardha,2018,12.88,0,,
SDG8 - Decent Work and Economic Growth,"No. of banking outlets per 1,00,000 population","Per 1,00,000 population",Wardha,2019,13.56,0,,
SDG8 - Decent Work and Economic Growth,"No. of banking outlets per 1,00,000 population","Per 1,00,000 population",Wardha,2020,13.6,0,,
SDG8 - Decent Work and Economic Growth,"No. of banking outlets per 1,00,000 population","Per 1,00,000 population",Wardha,2021,13.64,0,,
SDG8 - Decent Work and Economic Growth,"No. of banking outlets per 1,00,000 population","Per 1,00,000 population",Wardha,2022,13.68,0,,
SDG8 - Decent Work and Economic Growth,"No. of banking outlets per 1,00,000 population","Per 1,00,000 population",Wardha,2023,13.73,0,,
SDG8 - Decent Work and Economic Growth,"No. of banking outlets per 1,00,000 population","Per 1,00,000 population",Wardha,2024,13.65,0,,
SDG8 - Decent Work and Economic Growth,"No. of banking outlets per 1,00,000 population","Per 1,00,000 population",Wardha,2025,13.953,1,13.91,13.997
SDG8 - Decent Work and Economic Growth,"No. of banking outlets per 1,00,000 population","Per 1,00,000 population",Wardha,2029,14.383,1,14.311,14.455
SDG8 - Decent Work and Economic Growth,"No. of banking outlets per 1,00,000 population","Per 1,00,000 population",Wardha,2037,15.243,1,15.11,15.376
SDG8 - Decent Work and Economic Growth,"No. of banking outlets per 1,00,000 population","Per 1,00,000 population",Wardha,2047,16.318,1,16.109,16.527
SDG8 - Decent Work and Economic Growth,"No. of banking outlets per 1,00,000 population","Per 1,00,000 population",Wardha,2060,17.716,1,17.406,18.025
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Gopinath Mundhe Farmers Accident Insurance Scheme,Number,Wardha,2017,34,0,,
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Gopinath Mundhe Farmers Accident Insurance Scheme,Number,Wardha,2018,44,0,,
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Gopinath Mundhe Farmers Accident Insurance Scheme,Number,Wardha,2019,55,0,,
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Gopinath Mundhe Farmers Accident Insurance Scheme,Number,Wardha,2020,73,0,,
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Gopinath Mundhe Farmers Accident Insurance Scheme,Number,Wardha,2021,33,0,,
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Gopinath Mundhe Farmers Accident Insurance Scheme,Number,Wardha,2022,63,0,,
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Gopinath Mundhe Farmers Accident Insurance Scheme,Number,Wardha,2023,96,0,,
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Gopinath Mundhe Farmers Accident Insurance Scheme,Number,Wardha,2024,70,0,,
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Gopinath Mundhe Farmers Accident Insurance Scheme,Number,Wardha,2025,85.071,1,80.008,90.135
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Gopinath Mundhe Farmers Accident Insurance Scheme,Number,Wardha,2029,108.69,1,99.862,117.519
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Gopinath Mundhe Farmers Accident Insurance Scheme,Number,Wardha,2037,155.929,1,139.224,172.633
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Gopinath Mundhe Farmers Accident Insurance Scheme,Number,Wardha,2047,214.976,1,188.303,241.649
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Gopinath Mundhe Farmers Accident Insurance Scheme,Number,Wardha,2060,291.738,1,252.061,331.415
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Pradhan Mantri Jeevan Jyoti Beema Yojana (PMJJBY),Number,Wardha,2016,9542,0,,
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Pradhan Mantri Jeevan Jyoti Beema Yojana (PMJJBY),Number,Wardha,2017,15718,0,,
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Pradhan Mantri Jeevan Jyoti Beema Yojana (PMJJBY),Number,Wardha,2018,44218,0,,
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Pradhan Mantri Jeevan Jyoti Beema Yojana (PMJJBY),Number,Wardha,2019,45712,0,,
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Pradhan Mantri Jeevan Jyoti Beema Yojana (PMJJBY),Number,Wardha,2020,56087,0,,
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Pradhan Mantri Jeevan Jyoti Beema Yojana (PMJJBY),Number,Wardha,2021,83468,0,,
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Pradhan Mantri Jeevan Jyoti Beema Yojana (PMJJBY),Number,Wardha,2022,117716,0,,
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Pradhan Mantri Jeevan Jyoti Beema Yojana (PMJJBY),Number,Wardha,2023,166928,0,,
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Pradhan Mantri Jeevan Jyoti Beema Yojana (PMJJBY),Number,Wardha,2024,437127,0,,
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Pradhan Mantri Jeevan Jyoti Beema Yojana (PMJJBY),Number,Wardha,2025,304228.611,1,285597.59,322859.632
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Pradhan Mantri Jeevan Jyoti Beema Yojana (PMJJBY),Number,Wardha,2029,460810.078,1,429810.718,491809.437
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Pradhan Mantri Jeevan Jyoti Beema Yojana (PMJJBY),Number,Wardha,2037,773973.011,1,717043.605,830902.417
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Pradhan Mantri Jeevan Jyoti Beema Yojana (PMJJBY),Number,Wardha,2047,1165426.678,1,1075626.745,1255226.611
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Pradhan Mantri Jeevan Jyoti Beema Yojana (PMJJBY),Number,Wardha,2060,1674316.444,1,1541608.059,1807024.83
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Pradhan Mantri Jeevan Surksha Beema Yojana (PMSBY),Number,Wardha,2016,56324,0,,
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Pradhan Mantri Jeevan Surksha Beema Yojana (PMSBY),Number,Wardha,2017,98212,0,,
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Pradhan Mantri Jeevan Surksha Beema Yojana (PMSBY),Number,Wardha,2018,135712,0,,
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Pradhan Mantri Jeevan Surksha Beema Yojana (PMSBY),Number,Wardha,2019,144218,0,,
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Pradhan Mantri Jeevan Surksha Beema Yojana (PMSBY),Number,Wardha,2020,165796,0,,
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Pradhan Mantri Jeevan Surksha Beema Yojana (PMSBY),Number,Wardha,2021,226752,0,,
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Pradhan Mantri Jeevan Surksha Beema Yojana (PMSBY),Number,Wardha,2022,232518,0,,
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Pradhan Mantri Jeevan Surksha Beema Yojana (PMSBY),Number,Wardha,2023,518418,0,,
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Pradhan Mantri Jeevan Surksha Beema Yojana (PMSBY),Number,Wardha,2024,965004,0,,
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Pradhan Mantri Jeevan Surksha Beema Yojana (PMSBY),Number,Wardha,2025,713507.444,1,674124.59,752890.299
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Pradhan Mantri Jeevan Surksha Beema Yojana (PMSBY),Number,Wardha,2029,1058273.044,1,992745.596,1123800.493
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Pradhan Mantri Jeevan Surksha Beema Yojana (PMSBY),Number,Wardha,2037,1747804.244,1,1627465.023,1868143.466
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Pradhan Mantri Jeevan Surksha Beema Yojana (PMSBY),Number,Wardha,2047,2609718.244,1,2419896.241,2799540.248
SDG8 - Decent Work and Economic Growth,No. of beneficiaries under Pradhan Mantri Jeevan Surksha Beema Yojana (PMSBY),Number,Wardha,2060,3730206.444,1,3449683.166,4010729.723
SDG8 - Decent Work and Economic Growth,No. of human trafficking cases per lakh population,Per lakh population,Wardha,2015,0,0,,
SDG8 - Decent Work and Economic Growth,No. of human trafficking cases per lakh population,Per lakh population,Wardha,2016,0,0,,
SDG8 - Decent Work and Economic Growth,No. of human trafficking cases per lakh population,Per lakh population,Wardha,2017,0,0,,
SDG8 - Decent Work and Economic Growth,No. of human trafficking cases per lakh population,Per lakh population,Wardha,2018,0,0,,
SDG8 - Decent Work and Economic Growth,No. of human trafficking cases per lakh population,Per lakh population,Wardha,2019,0,0,,
SDG8 - Decent Work and Economic Growth,No. of human trafficking cases per lakh population,Per lakh population,Wardha,2020,0,0,,
SDG8 - Decent Work and Economic Growth,No. of human trafficking cases per lakh population,Per lakh population,Wardha,2021,0,0,,
SDG8 - Decent Work and Economic Growth,No. of human trafficking cases per lakh population,Per lakh population,Wardha,2022,0,0,,
SDG8 - Decent Work and Economic Growth,No. of human trafficking cases per lakh population,Per lakh population,Wardha,2023,0,0,,
SDG8 - Decent Work and Economic Growth,No. of human trafficking cases per lakh population,Per lakh population,Wardha,2025,0,1,0,0
SDG8 - Decent Work and Economic Growth,No. of human trafficking cases per lakh population,Per lakh population,Wardha,2029,0,1,0,0
SDG8 - Decent Work and Economic Growth,No. of human trafficking cases per lakh population,Per lakh population,Wardha,2037,0,1,0,0
SDG8 - Decent Work and Economic Growth,No. of human trafficking cases per lakh population,Per lakh population,Wardha,2047,0,1,0,0
SDG8 - Decent Work and Economic Growth,No. of human trafficking cases per lakh population,Per lakh population,Wardha,2060,0,1,0,0
SDG8 - Decent Work and Economic Growth,No. of workers covered under Employees State Insurance (ESI) Act,Number,Wardha,2016,2034,0,,
SDG8 - Decent Work and Economic Growth,No. of workers covered under Employees State Insurance (ESI) Act,Number,Wardha,2017,12495,0,,
SDG8 - Decent Work and Economic Growth,No. of workers covered under Employees State Insurance (ESI) Act,Number,Wardha,2018,17295,0,,
SDG8 - Decent Work and Economic Growth,No. of workers covered under Employees State Insurance (ESI) Act,Number,Wardha,2019,16812,0,,
SDG8 - Decent Work and Economic Growth,No. of workers covered under Employees State Insurance (ESI) Act,Number,Wardha,2020,15976,0,,
SDG8 - Decent Work and Economic Growth,No. of workers covered under Employees State Insurance (ESI) Act,Number,Wardha,2021,15973,0,,
SDG8 - Decent Work and Economic Growth,No. of workers covered under Employees State Insurance (ESI) Act,Number,Wardha,2022,18032,0,,
SDG8 - Decent Work and Economic Growth,No. of workers covered under Employees State Insurance (ESI) Act,Number,Wardha,2023,19310,0,,
SDG8 - Decent Work and Economic Growth,No. of workers covered under Employees State Insurance (ESI) Act,Number,Wardha,2024,17988,0,,
SDG8 - Decent Work and Economic Growth,No. of workers covered under Employees State Insurance (ESI) Act,Number,Wardha,2025,22176.333,1,21332.573,23020.094
SDG8 - Decent Work and Economic Growth,No. of workers covered under Employees State Insurance (ESI) Act,Number,Wardha,2029,27836.067,1,26432.17,29239.963
SDG8 - Decent Work and Economic Growth,No. of workers covered under Employees State Insurance (ESI) Act,Number,Wardha,2037,39155.533,1,36577.319,41733.748
SDG8 - Decent Work and Economic Growth,No. of workers covered under Employees State Insurance (ESI) Act,Number,Wardha,2047,53304.867,1,49238.014,57371.719
SDG8 - Decent Work and Economic Growth,No. of workers covered under Employees State Insurance (ESI) Act,Number,Wardha,2060,71699,1,65688.913,77709.087
SDG8 - Decent Work and Economic Growth,Non-Agricultural Loans Disbursed (₹ lakh),,Wardha,2024,474198,0,,
SDG8 - Decent Work and Economic Growth,Non-Workers - Census 2011,Number,Arvi,2011,58559,0,,
SDG8 - Decent Work and Economic Growth,Non-Workers - Census 2011,Number,Wardha,2011,138232,0,,
SDG8 - Decent Work and Economic Growth,Number of Bank Branches,Number,Arvi,2024,8,0,,
SDG8 - Decent Work and Economic Growth,Number of Bank Branches,Number,Wardha,2024,17,0,,
SDG8 - Decent Work and Economic Growth,Other Workers (Main) (Total),persons,Arvi,2011,850,0,,
SDG8 - Decent Work and Economic Growth,Other Workers (Main) (Total),persons,Wardha,2011,11667,0,,
SDG8 - Decent Work and Economic Growth,Other Workers (Main) (Total) — Workers by Industry,,Arvi,2011,850,0,,
SDG8 - Decent Work and Economic Growth,Other Workers (Main) (Total) — Workers by Industry,,Wardha,2011,11667,0,,
SDG8 - Decent Work and Economic Growth,Other Workers - Census 2011,Number,Arvi,2011,16300,0,,
SDG8 - Decent Work and Economic Growth,Other Workers - Census 2011,Number,Wardha,2011,68800,0,,
SDG8 - Decent Work and Economic Growth,PM Jan Dhan Accounts (district),Number,Wardha,2024,355402,0,,
SDG8 - Decent Work and Economic Growth,PM Jan Dhan Deposits (₹ lakh),,Wardha,2024,19200,0,,
SDG8 - Decent Work and Economic Growth,PM Mudra Beneficiaries (district),Number,Wardha,2024,144130,0,,
SDG8 - Decent Work and Economic Growth,PM Mudra Loans Disbursed (₹ crore),,Wardha,2024,777,0,,
SDG8 - Decent Work and Economic Growth,"Per Capita Gross Income (current prices, ₹)",,Wardha,2023,231929,0,,
SDG8 - Decent Work and Economic Growth,"Per Capita Net Income (current prices, ₹)",,Wardha,2023,204735,0,,
SDG8 - Decent Work and Economic Growth,"Primary Sector GDI (Agriculture+Mining, ₹ crore)",,Wardha,2023,6484,0,,
SDG8 - Decent Work and Economic Growth,Proportion of children involved in child labour,%,Wardha,2016,0,0,,
SDG8 - Decent Work and Economic Growth,Proportion of children involved in child labour,%,Wardha,2017,0,0,,
SDG8 - Decent Work and Economic Growth,Proportion of children involved in child labour,%,Wardha,2018,0,0,,
SDG8 - Decent Work and Economic Growth,Proportion of children involved in child labour,%,Wardha,2019,0,0,,
SDG8 - Decent Work and Economic Growth,Proportion of children involved in child labour,%,Wardha,2020,0,0,,
SDG8 - Decent Work and Economic Growth,Proportion of children involved in child labour,%,Wardha,2021,0,0,,
SDG8 - Decent Work and Economic Growth,Proportion of children involved in child labour,%,Wardha,2022,0,0,,
SDG8 - Decent Work and Economic Growth,Proportion of children involved in child labour,%,Wardha,2023,0,0,,
SDG8 - Decent Work and Economic Growth,Proportion of children involved in child labour,%,Wardha,2024,0,0,,
SDG8 - Decent Work and Economic Growth,Proportion of children involved in child labour,%,Wardha,2025,0,1,0,0
SDG8 - Decent Work and Economic Growth,Proportion of children involved in child labour,%,Wardha,2029,0,1,0,0
SDG8 - Decent Work and Economic Growth,Proportion of children involved in child labour,%,Wardha,2037,0,1,0,0
SDG8 - Decent Work and Economic Growth,Proportion of children involved in child labour,%,Wardha,2047,0,1,0,0
SDG8 - Decent Work and Economic Growth,Proportion of children involved in child labour,%,Wardha,2060,0,1,0,0
SDG8 - Decent Work and Economic Growth,SC Female Workers (Total),persons,Arvi,2011,3065,0,,
SDG8 - Decent Work and Economic Growth,SC Female Workers (Total),persons,Wardha,2011,7047,0,,
SDG8 - Decent Work and Economic Growth,SC Female Workers (Total) — Scheduled Castes (SC) Detailed,,Arvi,2011,3065,0,,
SDG8 - Decent Work and Economic Growth,SC Female Workers (Total) — Scheduled Castes (SC) Detailed,,Wardha,2011,7047,0,,
SDG8 - Decent Work and Economic Growth,SC Male Workers (Total),persons,Arvi,2011,4387,0,,
SDG8 - Decent Work and Economic Growth,SC Male Workers (Total),persons,Wardha,2011,19330,0,,
SDG8 - Decent Work and Economic Growth,SC Male Workers (Total) — Scheduled Castes (SC) Detailed,,Arvi,2011,4387,0,,
SDG8 - Decent Work and Economic Growth,SC Male Workers (Total) — Scheduled Castes (SC) Detailed,,Wardha,2011,19330,0,,
SDG8 - Decent Work and Economic Growth,SC Total Workers (Total),persons,Arvi,2011,7452,0,,
SDG8 - Decent Work and Economic Growth,SC Total Workers (Total),persons,Wardha,2011,26377,0,,
SDG8 - Decent Work and Economic Growth,SC Total Workers (Total) — Scheduled Castes (SC) Detailed,,Arvi,2011,7452,0,,
SDG8 - Decent Work and Economic Growth,SC Total Workers (Total) — Scheduled Castes (SC) Detailed,,Wardha,2011,26377,0,,
SDG8 - Decent Work and Economic Growth,SHGs with Credit Linkage (district),Number,Wardha,2024,15449,0,,
SDG8 - Decent Work and Economic Growth,ST Agricultural Labourers (Marginal) (Total),persons,Arvi,2011,1679,0,,
SDG8 - Decent Work and Economic Growth,ST Agricultural Labourers (Marginal) (Total),persons,Wardha,2011,9265,0,,
SDG8 - Decent Work and Economic Growth,ST Cultivators (Marginal) (Total),persons,Arvi,2011,103,0,,
SDG8 - Decent Work and Economic Growth,ST Cultivators (Marginal) (Total),persons,Wardha,2011,577,0,,
SDG8 - Decent Work and Economic Growth,ST Female Marginal Workers (Total),persons,Arvi,2011,1223,0,,
SDG8 - Decent Work and Economic Growth,ST Female Marginal Workers (Total),persons,Wardha,2011,7035,0,,
SDG8 - Decent Work and Economic Growth,ST Female Marginal Workers (Total) — Scheduled Tribes (ST) Detailed,,Arvi,2011,1223,0,,
SDG8 - Decent Work and Economic Growth,ST Female Marginal Workers (Total) — Scheduled Tribes (ST) Detailed,,Wardha,2011,7035,0,,
SDG8 - Decent Work and Economic Growth,ST Female Non-Workers (Total),persons,Arvi,2011,4843,0,,
SDG8 - Decent Work and Economic Growth,ST Female Non-Workers (Total) — Scheduled Tribes (ST) Detailed,,Arvi,2011,4843,0,,
SDG8 - Decent Work and Economic Growth,ST Female Workers (Total),persons,Arvi,2011,4795,0,,
SDG8 - Decent Work and Economic Growth,ST Female Workers (Total) — Scheduled Tribes (ST) Detailed,,Arvi,2011,4795,0,,
SDG8 - Decent Work and Economic Growth,ST Female Workers (Total) — Scheduled Tribes (ST) Detailed,,Wardha,2011,33796,0,,
SDG8 - Decent Work and Economic Growth,ST Household Industry Workers (Main) (Total),persons,Arvi,2011,23,0,,
SDG8 - Decent Work and Economic Growth,ST Household Industry Workers (Main) (Total),persons,Wardha,2011,491,0,,
SDG8 - Decent Work and Economic Growth,ST Household Industry Workers (Main) (Total) — Scheduled Tribes (ST) Detailed,,Arvi,2011,23,0,,
SDG8 - Decent Work and Economic Growth,ST Household Industry Workers (Main) (Total) — Scheduled Tribes (ST) Detailed,,Wardha,2011,491,0,,
SDG8 - Decent Work and Economic Growth,ST Household Industry Workers (Marginal) (Total),persons,Arvi,2011,23,0,,
SDG8 - Decent Work and Economic Growth,ST Household Industry Workers (Marginal) (Total),persons,Wardha,2011,179,0,,
SDG8 - Decent Work and Economic Growth,ST Household Industry Workers (Marginal) (Total) — Scheduled Tribes (ST) Detailed,,Arvi,2011,23,0,,
SDG8 - Decent Work and Economic Growth,ST Household Industry Workers (Marginal) (Total) — Scheduled Tribes (ST) Detailed,,Wardha,2011,179,0,,
SDG8 - Decent Work and Economic Growth,ST Male Marginal Workers (Total),persons,Arvi,2011,786,0,,
SDG8 - Decent Work and Economic Growth,ST Male Marginal Workers (Total),persons,Wardha,2011,5110,0,,
SDG8 - Decent Work and Economic Growth,ST Male Marginal Workers (Total) — Scheduled Tribes (ST) Detailed,,Arvi,2011,786,0,,
SDG8 - Decent Work and Economic Growth,ST Male Marginal Workers (Total) — Scheduled Tribes (ST) Detailed,,Wardha,2011,5110,0,,
SDG8 - Decent Work and Economic Growth,ST Male Non-Workers (Total),persons,Arvi,2011,3753,0,,
SDG8 - Decent Work and Economic Growth,ST Male Non-Workers (Total) — Scheduled Tribes (ST) Detailed,,Arvi,2011,3753,0,,
SDG8 - Decent Work and Economic Growth,ST Male Workers (Total),persons,Arvi,2011,6424,0,,
SDG8 - Decent Work and Economic Growth,ST Male Workers (Total) — Scheduled Tribes (ST) Detailed,,Arvi,2011,6424,0,,
SDG8 - Decent Work and Economic Growth,ST Male Workers (Total) — Scheduled Tribes (ST) Detailed,,Wardha,2011,47059,0,,
SDG8 - Decent Work and Economic Growth,ST Marginal Workers (Total),persons,Arvi,2011,2009,0,,
SDG8 - Decent Work and Economic Growth,ST Marginal Workers (Total),persons,Wardha,2011,12145,0,,
SDG8 - Decent Work and Economic Growth,ST Marginal Workers (Total) — Scheduled Tribes (ST) Detailed,,Arvi,2011,2009,0,,
SDG8 - Decent Work and Economic Growth,ST Marginal Workers (Total) — Scheduled Tribes (ST) Detailed,,Wardha,2011,12145,0,,
SDG8 - Decent Work and Economic Growth,ST Non-Workers (Rural),persons,Wardha,2011,53716,0,,
SDG8 - Decent Work and Economic Growth,ST Non-Workers (Rural) — Scheduled Tribes (ST) Detailed,,Wardha,2011,53716,0,,
SDG8 - Decent Work and Economic Growth,ST Non-Workers (Total),persons,Arvi,2011,8596,0,,
SDG8 - Decent Work and Economic Growth,ST Non-Workers (Total) — Scheduled Tribes (ST) Detailed,,Arvi,2011,8596,0,,
SDG8 - Decent Work and Economic Growth,ST Non-Workers (Urban),persons,Wardha,2011,14936,0,,
SDG8 - Decent Work and Economic Growth,ST Non-Workers (Urban) — Scheduled Tribes (ST) Detailed,,Wardha,2011,14936,0,,
SDG8 - Decent Work and Economic Growth,ST Other Workers (Main) (Total),persons,Arvi,2011,850,0,,
SDG8 - Decent Work and Economic Growth,ST Other Workers (Main) (Total),persons,Wardha,2011,11667,0,,
SDG8 - Decent Work and Economic Growth,ST Other Workers (Main) (Total) — Scheduled Tribes (ST) Detailed,,Arvi,2011,850,0,,
