SDG Goal,SDG Goal Name,Indicator Code,Metric Name,Geography,Level,Year,Value,Unit,Source,Projected?
10,Reduced Inequalities,SDG10.10.2.1,SC Total Population (Total) — Scheduled Castes (SC) Detailed,Wardha,Taluka,2011,"41,940.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.1,SC Total Population (Urban),Wardha,Taluka,2011,"23,286.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.1,SC Total Population (Urban) — Scheduled Castes (SC) Detailed,Wardha,Taluka,2011,"23,286.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.1,SC as % of Total Population (Rural) — Scheduled Castes & Tribes,Wardha,Taluka,2001,12.7,%,Census,no
10,Reduced Inequalities,SDG10.10.2.1,SC as % of Total Population (Total) — Scheduled Castes & Tribes,Arvi,Taluka,2001,13.2,%,Census,no
10,Reduced Inequalities,SDG10.10.2.1,SC as % of Total Population (Total) — Scheduled Castes & Tribes,Wardha,Taluka,2001,12.7,%,Census,no
10,Reduced Inequalities,SDG10.10.2.1,ST Agri Labourers (Marginal) (Total) — Scheduled Tribes (ST) Detailed,Arvi,Taluka,2011,"1,679.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.1,ST Agri Labourers (Marginal) (Total) — Scheduled Tribes (ST) Detailed,Wardha,Taluka,2011,"9,265.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.1,ST Cultivators (Marginal) (Total) — Scheduled Tribes (ST) Detailed,Arvi,Taluka,2011,103,persons,Census,no
10,Reduced Inequalities,SDG10.10.2.1,ST Cultivators (Marginal) (Total) — Scheduled Tribes (ST) Detailed,Wardha,Taluka,2011,577,persons,Census,no
10,Reduced Inequalities,SDG10.10.2.1,"ST Female (Rural) — Scheduled Castes, Tribes & Literacy",Wardha,District,2011,"60,763.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.2,ST Female (Total),Arvi,Taluka,2011,"9,638.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.1,"ST Female (Total) — Scheduled Castes, Tribes & Literacy",Arvi,Taluka,2011,"9,638.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.1,"ST Female (Total) — Scheduled Castes, Tribes & Literacy",Wardha,District,2011,"72,809.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.1,"ST Female (Urban) — Scheduled Castes, Tribes & Literacy",Wardha,District,2011,"12,046.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.1,"ST Male (Rural) — Scheduled Castes, Tribes & Literacy",Wardha,District,2011,"64,327.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.2,ST Male (Total),Arvi,Taluka,2011,"10,177.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.1,"ST Male (Total) — Scheduled Castes, Tribes & Literacy",Arvi,Taluka,2011,"10,177.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.1,"ST Male (Total) — Scheduled Castes, Tribes & Literacy",Wardha,District,2011,"76,698.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.1,"ST Male (Urban) — Scheduled Castes, Tribes & Literacy",Wardha,District,2011,"12,371.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.1,"ST Population (Rural) — Scheduled Castes, Tribes & Literacy",Wardha,District,2011,"125,090.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.2,ST Population (Total),Arvi,Taluka,2011,"19,815.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.1,ST Population (Total) — Census 2011,Arvi,Taluka,2011,"21,938.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.1,"ST Population (Total) — Scheduled Castes, Tribes & Literacy",Arvi,Taluka,2011,"19,815.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.1,"ST Population (Total) — Scheduled Castes, Tribes & Literacy",Wardha,District,2011,"149,507.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.1,ST Population (Urban) — Census 2011,Arvi,Taluka,2011,"2,123.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.1,"ST Population (Urban) — Scheduled Castes, Tribes & Literacy",Wardha,District,2011,"24,417.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.1,ST Population - Census 2011,Arvi,Taluka,2011,"21,938.00",Number,Census,no
10,Reduced Inequalities,SDG10.10.1.1,ST Population - Census 2011,Wardha,District,2011,"149,507.00",Number,SER,no
10,Reduced Inequalities,SDG10.10.2.1,ST as % of Total Population (Rural) — Scheduled Castes & Tribes,Wardha,Taluka,2001,11.1,%,Census,no
10,Reduced Inequalities,SDG10.10.2.1,ST as % of Total Population (Total) — Scheduled Castes & Tribes,Arvi,Taluka,2001,15.7,%,Census,no
10,Reduced Inequalities,SDG10.10.2.1,ST as % of Total Population (Total) — Scheduled Castes & Tribes,Wardha,Taluka,2001,8.9,%,Census,no
10,Reduced Inequalities,SDG10.10.2.1,Scheduled Caste Population (Rural) — Scheduled Castes & Tribes,Wardha,Taluka,2001,"23,777.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.1,Scheduled Caste Population (Total) — Scheduled Castes & Tribes,Wardha,Taluka,2001,"39,948.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.1,Scheduled Caste Population (Urban) — Scheduled Castes & Tribes,Wardha,Taluka,2001,"16,171.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.1,Scheduled Tribe Population (Rural) — Scheduled Castes & Tribes,Wardha,Taluka,2001,"20,846.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.1,Scheduled Tribe Population (Total) — Scheduled Castes & Tribes,Wardha,Taluka,2001,"28,006.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.1,Scheduled Tribe Population (Urban) — Scheduled Castes & Tribes,Wardha,Taluka,2001,"7,160.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.2,"Sex Ratio (females per 1,000 males) - Census 2011",Wardha,District,2011,946,"Females per 1,000 males",SER,no
10,Reduced Inequalities,SDG10.10.1.1,Total Area (Total) — Area,Arvi,Taluka,2001,914.8,sq km,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Total Area (Total) — Area,Wardha,Taluka,2001,793.8,sq km,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Total Area — Census 2011,Arvi,Taluka,2011,908,sq km,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Total Female Population — Census 2011,Arvi,Taluka,2011,"70,802.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Total Households (Total) — Census 2011,Arvi,Taluka,2011,"34,805.00",count,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Total Households - Census 2011,Wardha,District,2011,"309,846.00",Number,SER,no
10,Reduced Inequalities,SDG10.10.1.1,Total Male Population — Census 2011,Arvi,Taluka,2011,"75,179.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Total Population (1961) (Total) — District Summary (Historical),Wardha,District,1971,"634,277.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Total Population (1991) — Population Change,Arvi,Taluka,2001,"132,745.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Total Population (1991) — Population Change,Wardha,Taluka,2001,"245,982.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Total Population (2001) — Population Change,Arvi,Taluka,2001,"143,498.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Total Population (2001) — Population Change,Wardha,Taluka,2001,"314,537.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.1,Total Population (Rural),Arvi,Taluka,2011,"103,159.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.1,Total Population (Rural),Wardha,Taluka,2011,"144,874.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Total Population (Rural) — Primary Census Abstract,Arvi,Taluka,1971,"191,289.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Total Population (Rural) — Primary Census Abstract,Arvi,Taluka,2011,"103,159.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Total Population (Rural) — Primary Census Abstract,Wardha,Taluka,2011,"144,874.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Total Population (Rural) — Rural Population,Arvi,Taluka,2001,"102,923.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Total Population (Rural) — Rural Population,Wardha,Taluka,2001,"187,865.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.1,Total Population (Rural) — Scheduled Castes & Tribes,Wardha,Taluka,2001,"187,865.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.1,Total Population (Total),Arvi,Taluka,2011,"145,981.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.1,Total Population (Total),Wardha,Taluka,2011,"251,032.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Total Population (Total) — District Summary,Wardha,District,1971,"779,562.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Total Population (Total) — Population,Arvi,Taluka,1991,"132,649.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Total Population (Total) — Population,Arvi,Taluka,2001,"143,498.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Total Population (Total) — Population,Wardha,Taluka,1991,"244,895.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Total Population (Total) — Population,Wardha,Taluka,2001,"314,537.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Total Population (Total) — Primary Census Abstract,Arvi,Taluka,1971,"217,783.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Total Population (Total) — Primary Census Abstract,Arvi,Taluka,2011,"145,981.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Total Population (Total) — Primary Census Abstract,Wardha,Taluka,2011,"251,032.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.1,Total Population (Total) — Scheduled Castes & Tribes,Arvi,Taluka,2001,"143,498.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.1,Total Population (Total) — Scheduled Castes & Tribes,Wardha,Taluka,2001,"314,537.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.1,Total Population (Urban (Arvi M Cl)),Arvi,Taluka,2011,"42,822.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Total Population (Urban (Arvi M Cl)) — Primary Census Abstract,Arvi,Taluka,2011,"42,822.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.1,Total Population (Urban (Wardha M Cl)),Wardha,Taluka,2011,"106,444.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Total Population (Urban (Wardha M Cl)) — Primary Census Abstract,Wardha,Taluka,2011,"106,444.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.1,Total Population (Urban),Wardha,Taluka,2011,"106,158.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Total Population (Urban) — Primary Census Abstract,Arvi,Taluka,1971,"26,494.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Total Population (Urban) — Primary Census Abstract,Wardha,Taluka,2011,"106,158.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.2.1,Total Population (Urban) — Scheduled Castes & Tribes,Wardha,Taluka,2001,"126,672.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Total Population - Census 2011,Arvi,Taluka,2011,"145,981.00",Number,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Total Population - Census 2011,Wardha,District,2011,"1,300,774.00",Number,SER,no
10,Reduced Inequalities,SDG10.10.1.1,Total Population — Census 2011,Arvi,Taluka,2011,"145,981.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Total Villages (Rural) — Rural Population,Arvi,Taluka,2001,220,count,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Total Villages (Rural) — Rural Population,Wardha,Taluka,2001,152,count,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Total Villages — Census 2011,Arvi,Taluka,2011,204,count,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Town Female Population (Arvi M.) (Urban) — Town Population,Arvi,Taluka,1991,"18,002.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Town Female Population (Wardha M.) (Urban) — Town Population,Wardha,Taluka,1991,"49,332.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Town Growth Rate 1971-81 (Arvi M.) (Urban) — Town Population,Arvi,Taluka,1991,17.46,%,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Town Growth Rate 1971-81 (Wardha M.) (Urban) — Town Population,Wardha,Taluka,1991,28.18,%,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Town Growth Rate 1981-91 (Arvi M.) (Urban) — Town Population,Arvi,Taluka,1991,18.65,%,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Town Growth Rate 1981-91 (Wardha M.) (Urban) — Town Population,Wardha,Taluka,1991,16.36,%,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Town Male Population (Arvi M.) (Urban) — Town Population,Arvi,Taluka,1991,"18,921.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Town Male Population (Wardha M.) (Urban) — Town Population,Wardha,Taluka,1991,"53,642.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Town Population (Arvi M.) (Urban) — Town Population,Arvi,Taluka,1991,"36,923.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Town Population (Wardha M.) (Urban) — Town Population,Wardha,Taluka,1991,"102,974.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Uninhabited Villages (Total) — Area & Villages,Arvi,Taluka,2001,67,count,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Uninhabited Villages (Total) — Area & Villages,Wardha,Taluka,2001,35,count,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Urban Area (Urban) — Area & Villages,Wardha,District,1971,29.6,sq km,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Urban Female Population (Urban) — Population,Arvi,Taluka,1991,"18,002.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Urban Female Population (Urban) — Population,Wardha,Taluka,1991,"49,332.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Urban Female Population — Census 2011,Arvi,Taluka,2011,"20,864.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Urban Male Population (Urban) — Population,Arvi,Taluka,1991,"18,921.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Urban Male Population (Urban) — Population,Wardha,Taluka,1991,"53,642.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Urban Male Population — Census 2011,Arvi,Taluka,2011,"21,958.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Urban Population (1961) (Total) — District Summary (Historical),Wardha,District,1971,"150,015.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Urban Population (1991) — Population Change,Arvi,Taluka,2001,"36,928.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Urban Population (1991) — Population Change,Wardha,Taluka,2001,"102,985.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Urban Population (2001) — Population Change,Arvi,Taluka,2001,"40,575.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Urban Population (2001) — Population Change,Wardha,Taluka,2001,"126,672.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Urban Population (Urban) — District Summary,Wardha,District,1971,"191,102.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Urban Population (Urban) — Population,Arvi,Taluka,1991,"36,923.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Urban Population (Urban) — Population,Wardha,Taluka,1991,"102,974.00",persons,Census,no
10,Reduced Inequalities,SDG10.10.1.1,Urban Population - Census 2011,Wardha,District,2011,"423,300.00",Number,SER,no
10,Reduced Inequalities,SDG10.10.1.1,Area (Rural) — Area & Villages,Wardha,Taluka,2025,0,sq km,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Area (Rural) — Area & Villages,Wardha,Taluka,2029,0,sq km,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Area (Rural) — Area & Villages,Wardha,Taluka,2037,0,sq km,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Area (Rural) — Area & Villages,Wardha,Taluka,2047,0,sq km,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Area (Rural) — Area & Villages,Wardha,Taluka,2060,0,sq km,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Area (Total) — Area & Villages,Wardha,Taluka,2025,0,sq km,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Area (Total) — Area & Villages,Wardha,Taluka,2029,0,sq km,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Area (Total) — Area & Villages,Wardha,Taluka,2037,0,sq km,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Area (Total) — Area & Villages,Wardha,Taluka,2047,0,sq km,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Area (Total) — Area & Villages,Wardha,Taluka,2060,0,sq km,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Area (Total) — Primary Census Abstract,Arvi,Taluka,2025,426.75,sq km,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Area (Total) — Primary Census Abstract,Arvi,Taluka,2029,289.25,sq km,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Area (Total) — Primary Census Abstract,Arvi,Taluka,2037,14.25,sq km,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Area (Total) — Primary Census Abstract,Arvi,Taluka,2047,0,sq km,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Area (Total) — Primary Census Abstract,Arvi,Taluka,2060,0,sq km,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Area (Urban) — Area & Villages,Wardha,Taluka,2025,25.032,sq km,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Area (Urban) — Area & Villages,Wardha,Taluka,2029,26.737,sq km,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Area (Urban) — Area & Villages,Wardha,Taluka,2037,30.148,sq km,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Area (Urban) — Area & Villages,Wardha,Taluka,2047,34.411,sq km,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Area (Urban) — Area & Villages,Wardha,Taluka,2060,39.954,sq km,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Female Population (Rural) — Primary Census Abstract,Arvi,Taluka,2025,"34,612.20",persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Female Population (Rural) — Primary Census Abstract,Arvi,Taluka,2029,"30,233.40",persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Female Population (Rural) — Primary Census Abstract,Arvi,Taluka,2037,"21,475.80",persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Female Population (Rural) — Primary Census Abstract,Arvi,Taluka,2047,"10,528.80",persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Female Population (Rural) — Primary Census Abstract,Arvi,Taluka,2060,0,persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Female Population (Total) — Primary Census Abstract,Arvi,Taluka,2025,"58,270.60",persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Female Population (Total) — Primary Census Abstract,Arvi,Taluka,2029,"54,690.20",persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Female Population (Total) — Primary Census Abstract,Arvi,Taluka,2037,"47,529.40",persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Female Population (Total) — Primary Census Abstract,Arvi,Taluka,2047,"38,578.40",persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Female Population (Total) — Primary Census Abstract,Arvi,Taluka,2060,"26,942.10",persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Male Population (Rural) — Primary Census Abstract,Arvi,Taluka,2025,"37,666.30",persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Male Population (Rural) — Primary Census Abstract,Arvi,Taluka,2029,"33,222.10",persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Male Population (Rural) — Primary Census Abstract,Arvi,Taluka,2037,"24,333.70",persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Male Population (Rural) — Primary Census Abstract,Arvi,Taluka,2047,"13,223.20",persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Male Population (Rural) — Primary Census Abstract,Arvi,Taluka,2060,0,persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Male Population (Total) — Primary Census Abstract,Arvi,Taluka,2025,"62,579.70",persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Male Population (Total) — Primary Census Abstract,Arvi,Taluka,2029,"58,979.90",persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Male Population (Total) — Primary Census Abstract,Arvi,Taluka,2037,"51,780.30",persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Male Population (Total) — Primary Census Abstract,Arvi,Taluka,2047,"42,780.80",persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Male Population (Total) — Primary Census Abstract,Arvi,Taluka,2060,"31,081.45",persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Number of Households (Rural) — Primary Census Abstract,Arvi,Taluka,2025,"20,288.15",count,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Number of Households (Rural) — Primary Census Abstract,Arvi,Taluka,2029,"18,869.05",count,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Number of Households (Rural) — Primary Census Abstract,Arvi,Taluka,2037,"16,030.85",count,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Number of Households (Rural) — Primary Census Abstract,Arvi,Taluka,2047,"12,483.10",count,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Number of Households (Rural) — Primary Census Abstract,Arvi,Taluka,2060,"7,871.03",count,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Number of Households (Total) — Primary Census Abstract,Arvi,Taluka,2025,"31,398.80",count,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Number of Households (Total) — Primary Census Abstract,Arvi,Taluka,2029,"30,425.60",count,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Number of Households (Total) — Primary Census Abstract,Arvi,Taluka,2037,"28,479.20",count,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Number of Households (Total) — Primary Census Abstract,Arvi,Taluka,2047,"26,046.20",count,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Number of Households (Total) — Primary Census Abstract,Arvi,Taluka,2060,"22,883.30",count,Projection,YES
10,Reduced Inequalities,SDG10.10.2.2,Proportion of SC/ST persons elected in Local Self Government (%),Wardha,District,2025,25.048,%,Projection,YES
10,Reduced Inequalities,SDG10.10.2.2,Proportion of SC/ST persons elected in Local Self Government (%),Wardha,District,2029,24.302,%,Projection,YES
10,Reduced Inequalities,SDG10.10.2.2,Proportion of SC/ST persons elected in Local Self Government (%),Wardha,District,2037,22.811,%,Projection,YES
10,Reduced Inequalities,SDG10.10.2.2,Proportion of SC/ST persons elected in Local Self Government (%),Wardha,District,2047,20.946,%,Projection,YES
10,Reduced Inequalities,SDG10.10.2.2,Proportion of SC/ST persons elected in Local Self Government (%),Wardha,District,2060,18.523,%,Projection,YES
10,Reduced Inequalities,SDG10.10.2.1,Proportion of seats held by women in Local Self Government (%),Wardha,District,2025,53.125,%,Projection,YES
10,Reduced Inequalities,SDG10.10.2.1,Proportion of seats held by women in Local Self Government (%),Wardha,District,2029,54.196,%,Projection,YES
10,Reduced Inequalities,SDG10.10.2.1,Proportion of seats held by women in Local Self Government (%),Wardha,District,2037,56.339,%,Projection,YES
10,Reduced Inequalities,SDG10.10.2.1,Proportion of seats held by women in Local Self Government (%),Wardha,District,2047,59.018,%,Projection,YES
10,Reduced Inequalities,SDG10.10.2.1,Proportion of seats held by women in Local Self Government (%),Wardha,District,2060,62.5,%,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Total Population (Rural) — Primary Census Abstract,Arvi,Taluka,2025,"72,313.50",persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Total Population (Rural) — Primary Census Abstract,Arvi,Taluka,2029,"63,500.50",persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Total Population (Rural) — Primary Census Abstract,Arvi,Taluka,2037,"45,874.50",persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Total Population (Rural) — Primary Census Abstract,Arvi,Taluka,2047,"23,842.00",persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Total Population (Rural) — Primary Census Abstract,Arvi,Taluka,2060,0,persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Total Population (Total) — Population,Arvi,Taluka,2025,"169,535.60",persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Total Population (Total) — Population,Arvi,Taluka,2029,"173,875.20",persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Total Population (Total) — Population,Arvi,Taluka,2037,"182,554.40",persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Total Population (Total) — Population,Arvi,Taluka,2047,"193,403.40",persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Total Population (Total) — Population,Arvi,Taluka,2060,"207,507.10",persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Total Population (Total) — Population,Wardha,Taluka,2025,"481,677.80",persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Total Population (Total) — Population,Wardha,Taluka,2029,"509,534.60",persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Total Population (Total) — Population,Wardha,Taluka,2037,"565,248.20",persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Total Population (Total) — Population,Wardha,Taluka,2047,"634,890.20",persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Total Population (Total) — Population,Wardha,Taluka,2060,"725,424.80",persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Total Population (Total) — Primary Census Abstract,Arvi,Taluka,2025,"120,850.30",persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Total Population (Total) — Primary Census Abstract,Arvi,Taluka,2029,"113,670.10",persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Total Population (Total) — Primary Census Abstract,Arvi,Taluka,2037,"99,309.70",persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Total Population (Total) — Primary Census Abstract,Arvi,Taluka,2047,"81,359.20",persons,Projection,YES
10,Reduced Inequalities,SDG10.10.1.1,Total Population (Total) — Primary Census Abstract,Arvi,Taluka,2060,"58,023.55",persons,Projection,YES
11,Sustainable Cities and Communities,SDG11.11.6.1,% of households from where solid waste is regularly collected,Wardha,District,2016,33.44,%,MahaSDB,no
11,Sustainable Cities and Communities,SDG11.11.6.1,% of households from where solid waste is regularly collected,Wardha,District,2017,40.76,%,MahaSDB,no
11,Sustainable Cities and Communities,SDG11.11.6.1,% of households from where solid waste is regularly collected,Wardha,District,2018,47.68,%,MahaSDB,no
11,Sustainable Cities and Communities,SDG11.11.6.1,% of households from where solid waste is regularly collected,Wardha,District,2019,52.23,%,MahaSDB,no
11,Sustainable Cities and Communities,SDG11.11.6.1,% of households from where solid waste is regularly collected,Wardha,District,2020,58.58,%,MahaSDB,no
11,Sustainable Cities and Communities,SDG11.11.6.1,% of households from where solid waste is regularly collected,Wardha,District,2021,63.42,%,MahaSDB,no
11,Sustainable Cities and Communities,SDG11.11.6.1,% of households from where solid waste is regularly collected,Wardha,District,2022,67.64,%,MahaSDB,no
