SDG Goal,SDG Goal Name,Indicator Code,Metric Name,Geography,Level,Year,Value,Unit,Source,Projected?
4,Quality Education,SDG4.4.2.1,No. of beneficiaries (children 36-71 months) of pre-school education through Anganwadis under ICDS,Wardha,District,2018,"24,086.00",Number,MahaSDB,no
4,Quality Education,SDG4.4.2.1,No. of beneficiaries (children 36-71 months) of pre-school education through Anganwadis under ICDS,Wardha,District,2019,"25,320.00",Number,MahaSDB,no
4,Quality Education,SDG4.4.2.1,No. of beneficiaries (children 36-71 months) of pre-school education through Anganwadis under ICDS,Wardha,District,2020,"21,948.00",Number,MahaSDB,no
4,Quality Education,SDG4.4.2.1,No. of beneficiaries (children 36-71 months) of pre-school education through Anganwadis under ICDS,Wardha,District,2021,"18,888.00",Number,MahaSDB,no
4,Quality Education,SDG4.4.2.1,No. of beneficiaries (children 36-71 months) of pre-school education through Anganwadis under ICDS,Wardha,District,2022,"24,125.00",Number,MahaSDB,no
4,Quality Education,SDG4.4.2.1,No. of beneficiaries (children 36-71 months) of pre-school education through Anganwadis under ICDS,Wardha,District,2023,"27,094.00",Number,MahaSDB,no
4,Quality Education,SDG4.4.2.1,No. of beneficiaries (children 36-71 months) of pre-school education through Anganwadis under ICDS,Wardha,District,2024,"24,604.00",Number,MahaSDB,no
4,Quality Education,SDG4.4.5.1,No. of children with disabilities enrolled in school education,Wardha,District,2016,"5,847.00",Number,MahaSDB,no
4,Quality Education,SDG4.4.5.1,No. of children with disabilities enrolled in school education,Wardha,District,2017,"5,733.00",Number,MahaSDB,no
4,Quality Education,SDG4.4.5.1,No. of children with disabilities enrolled in school education,Wardha,District,2018,"5,879.00",Number,MahaSDB,no
4,Quality Education,SDG4.4.5.1,No. of children with disabilities enrolled in school education,Wardha,District,2019,"4,853.00",Number,MahaSDB,no
4,Quality Education,SDG4.4.5.1,No. of children with disabilities enrolled in school education,Wardha,District,2020,"4,560.00",Number,MahaSDB,no
4,Quality Education,SDG4.4.5.1,No. of children with disabilities enrolled in school education,Wardha,District,2021,"4,029.00",Number,MahaSDB,no
4,Quality Education,SDG4.4.5.1,No. of children with disabilities enrolled in school education,Wardha,District,2022,"4,029.00",Number,MahaSDB,no
4,Quality Education,SDG4.4.5.1,No. of children with disabilities enrolled in school education,Wardha,District,2023,"3,450.00",Number,MahaSDB,no
4,Quality Education,SDG4.4.5.1,No. of children with disabilities enrolled in school education,Wardha,District,2024,"3,443.00",Number,MahaSDB,no
4,Quality Education,SDG4.4.c.2,Number of students per teacher - Higher Secondary,Wardha,District,2016,40.04,Number,MahaSDB,no
4,Quality Education,SDG4.4.c.2,Number of students per teacher - Higher Secondary,Wardha,District,2017,41.78,Number,MahaSDB,no
4,Quality Education,SDG4.4.c.2,Number of students per teacher - Higher Secondary,Wardha,District,2018,39.8,Number,MahaSDB,no
4,Quality Education,SDG4.4.c.2,Number of students per teacher - Higher Secondary,Wardha,District,2019,35.13,Number,MahaSDB,no
4,Quality Education,SDG4.4.c.2,Number of students per teacher - Higher Secondary,Wardha,District,2020,31.61,Number,MahaSDB,no
4,Quality Education,SDG4.4.c.2,Number of students per teacher - Higher Secondary,Wardha,District,2021,32.33,Number,MahaSDB,no
4,Quality Education,SDG4.4.c.2,Number of students per teacher - Higher Secondary,Wardha,District,2022,34.35,Number,MahaSDB,no
4,Quality Education,SDG4.4.c.2,Number of students per teacher - Higher Secondary,Wardha,District,2023,33.43,Number,MahaSDB,no
4,Quality Education,SDG4.4.c.2,Number of students per teacher - Higher Secondary,Wardha,District,2024,34.33,Number,MahaSDB,no
4,Quality Education,SDG4.4.c.2,Number of students per teacher - Primary,Wardha,District,2016,25.66,Number,MahaSDB,no
4,Quality Education,SDG4.4.c.2,Number of students per teacher - Primary,Wardha,District,2017,23.37,Number,MahaSDB,no
4,Quality Education,SDG4.4.c.2,Number of students per teacher - Primary,Wardha,District,2018,22.41,Number,MahaSDB,no
4,Quality Education,SDG4.4.c.2,Number of students per teacher - Primary,Wardha,District,2019,22.8,Number,MahaSDB,no
4,Quality Education,SDG4.4.c.2,Number of students per teacher - Primary,Wardha,District,2020,22.33,Number,MahaSDB,no
4,Quality Education,SDG4.4.c.2,Number of students per teacher - Primary,Wardha,District,2021,22.3,Number,MahaSDB,no
4,Quality Education,SDG4.4.c.2,Number of students per teacher - Primary,Wardha,District,2022,24.52,Number,MahaSDB,no
4,Quality Education,SDG4.4.c.2,Number of students per teacher - Primary,Wardha,District,2023,24.96,Number,MahaSDB,no
4,Quality Education,SDG4.4.c.2,Number of students per teacher - Primary,Wardha,District,2024,25.28,Number,MahaSDB,no
4,Quality Education,SDG4.4.c.2,Number of students per teacher - Secondary,Wardha,District,2016,22.16,Number,MahaSDB,no
4,Quality Education,SDG4.4.c.2,Number of students per teacher - Secondary,Wardha,District,2017,23.83,Number,MahaSDB,no
4,Quality Education,SDG4.4.c.2,Number of students per teacher - Secondary,Wardha,District,2018,22.84,Number,MahaSDB,no
4,Quality Education,SDG4.4.c.2,Number of students per teacher - Secondary,Wardha,District,2019,20.59,Number,MahaSDB,no
4,Quality Education,SDG4.4.c.2,Number of students per teacher - Secondary,Wardha,District,2020,20.6,Number,MahaSDB,no
4,Quality Education,SDG4.4.c.2,Number of students per teacher - Secondary,Wardha,District,2021,20.84,Number,MahaSDB,no
4,Quality Education,SDG4.4.c.2,Number of students per teacher - Secondary,Wardha,District,2022,21.44,Number,MahaSDB,no
4,Quality Education,SDG4.4.c.2,Number of students per teacher - Secondary,Wardha,District,2023,21.04,Number,MahaSDB,no
4,Quality Education,SDG4.4.c.2,Number of students per teacher - Secondary,Wardha,District,2024,21.7,Number,MahaSDB,no
4,Quality Education,SDG4.4.c.2,Number of students per teacher - Upper Primary,Wardha,District,2016,22.26,Number,MahaSDB,no
4,Quality Education,SDG4.4.c.2,Number of students per teacher - Upper Primary,Wardha,District,2017,23.78,Number,MahaSDB,no
4,Quality Education,SDG4.4.c.2,Number of students per teacher - Upper Primary,Wardha,District,2018,24.11,Number,MahaSDB,no
4,Quality Education,SDG4.4.c.2,Number of students per teacher - Upper Primary,Wardha,District,2019,23.82,Number,MahaSDB,no
4,Quality Education,SDG4.4.c.2,Number of students per teacher - Upper Primary,Wardha,District,2020,24.09,Number,MahaSDB,no
4,Quality Education,SDG4.4.c.2,Number of students per teacher - Upper Primary,Wardha,District,2021,24.66,Number,MahaSDB,no
4,Quality Education,SDG4.4.c.2,Number of students per teacher - Upper Primary,Wardha,District,2022,24.73,Number,MahaSDB,no
4,Quality Education,SDG4.4.c.2,Number of students per teacher - Upper Primary,Wardha,District,2023,24.33,Number,MahaSDB,no
4,Quality Education,SDG4.4.c.2,Number of students per teacher - Upper Primary,Wardha,District,2024,24.13,Number,MahaSDB,no
4,Quality Education,SDG4.4.1.6,Out of school ratio (6-16 years) - Primary,Wardha,District,2019,0.05,%,MahaSDB,no
4,Quality Education,SDG4.4.1.6,Out of school ratio (6-16 years) - Primary,Wardha,District,2020,0.03,%,MahaSDB,no
4,Quality Education,SDG4.4.1.6,Out of school ratio (6-16 years) - Primary,Wardha,District,2021,0.17,%,MahaSDB,no
4,Quality Education,SDG4.4.1.6,Out of school ratio (6-16 years) - Primary,Wardha,District,2022,0.24,%,MahaSDB,no
4,Quality Education,SDG4.4.1.6,Out of school ratio (6-16 years) - Primary,Wardha,District,2023,0.24,%,MahaSDB,no
4,Quality Education,SDG4.4.1.6,Out of school ratio (6-16 years) - Primary,Wardha,District,2024,0.03,%,MahaSDB,no
4,Quality Education,SDG4.4.1.6,Out of school ratio (6-16 years) - Secondary,Wardha,District,2023,0,%,MahaSDB,no
4,Quality Education,SDG4.4.1.6,Out of school ratio (6-16 years) - Secondary,Wardha,District,2024,0.03,%,MahaSDB,no
4,Quality Education,SDG4.4.1.6,Out of school ratio (6-16 years) - Upper Primary,Wardha,District,2019,0.01,%,MahaSDB,no
4,Quality Education,SDG4.4.1.6,Out of school ratio (6-16 years) - Upper Primary,Wardha,District,2020,0,%,MahaSDB,no
4,Quality Education,SDG4.4.1.6,Out of school ratio (6-16 years) - Upper Primary,Wardha,District,2021,0,%,MahaSDB,no
4,Quality Education,SDG4.4.1.6,Out of school ratio (6-16 years) - Upper Primary,Wardha,District,2022,0.03,%,MahaSDB,no
4,Quality Education,SDG4.4.1.6,Out of school ratio (6-16 years) - Upper Primary,Wardha,District,2023,0.23,%,MahaSDB,no
4,Quality Education,SDG4.4.1.6,Out of school ratio (6-16 years) - Upper Primary,Wardha,District,2024,0.01,%,MahaSDB,no
4,Quality Education,SDG4.4.6.3,Overall Literacy Rate (Census 2011),Arvi,Taluka,2011,86.3,%,SER,no
4,Quality Education,SDG4.4.6.3,Overall Literacy Rate - Census 2011,Wardha,Taluka,2011,88.2,%,Census,no
4,Quality Education,SDG4.4.6.3,Overall Literacy Rate - District (Census 2011),Wardha,District,2011,86.99,%,SER,no
4,Quality Education,SDG4.4.1.7,Primary Schools (district total),Wardha,District,2024,"1,476.00",Number,SER,no
4,Quality Education,SDG4.4.1.7,Primary Schools (total),Arvi,Taluka,2024,211,Number,SER,no
4,Quality Education,SDG4.4.1.7,Primary Students (total),Arvi,Taluka,2024,"14,711.00",Number,SER,no
4,Quality Education,SDG4.4.1.7,Primary Students enrolled (district total),Wardha,District,2024,"139,969.00",Number,SER,no
4,Quality Education,SDG4.4.1.7,Primary Teachers,Arvi,Taluka,2024,895,Number,SER,no
4,Quality Education,SDG4.4.1.7,Primary Teachers (district total),Wardha,District,2024,"8,323.00",Number,SER,no
4,Quality Education,SDG4.4.6.3,Proportion Literates (Total) — Education,Arvi,Taluka,2001,78.1,%,Census,no
4,Quality Education,SDG4.4.6.3,Proportion Literates (Total) — Education,Wardha,Taluka,2001,83.4,%,Census,no
4,Quality Education,SDG4.4.3.1,Proportion of male-female enrolled (ratio) in vocational education,Wardha,District,2016,35.45,%,MahaSDB,no
4,Quality Education,SDG4.4.3.1,Proportion of male-female enrolled (ratio) in vocational education,Wardha,District,2017,21.48,%,MahaSDB,no
4,Quality Education,SDG4.4.3.1,Proportion of male-female enrolled (ratio) in vocational education,Wardha,District,2018,20.23,%,MahaSDB,no
4,Quality Education,SDG4.4.3.1,Proportion of male-female enrolled (ratio) in vocational education,Wardha,District,2019,19.14,%,MahaSDB,no
4,Quality Education,SDG4.4.3.1,Proportion of male-female enrolled (ratio) in vocational education,Wardha,District,2020,16.75,%,MahaSDB,no
4,Quality Education,SDG4.4.3.1,Proportion of male-female enrolled (ratio) in vocational education,Wardha,District,2021,20.53,%,MahaSDB,no
4,Quality Education,SDG4.4.3.1,Proportion of male-female enrolled (ratio) in vocational education,Wardha,District,2022,18.55,%,MahaSDB,no
4,Quality Education,SDG4.4.3.1,Proportion of male-female enrolled (ratio) in vocational education,Wardha,District,2023,24.69,%,MahaSDB,no
4,Quality Education,SDG4.4.3.1,Proportion of male-female enrolled (ratio) in vocational education,Wardha,District,2024,21.45,%,MahaSDB,no
4,Quality Education,SDG4.4.1.5,Proportion of students enrolled in Grade 1 who reach last grade - Primary,Wardha,District,2016,100,%,MahaSDB,no
4,Quality Education,SDG4.4.1.5,Proportion of students enrolled in Grade 1 who reach last grade - Primary,Wardha,District,2017,100.79,%,MahaSDB,no
4,Quality Education,SDG4.4.1.5,Proportion of students enrolled in Grade 1 who reach last grade - Primary,Wardha,District,2018,100,%,MahaSDB,no
4,Quality Education,SDG4.4.1.5,Proportion of students enrolled in Grade 1 who reach last grade - Primary,Wardha,District,2019,100,%,MahaSDB,no
4,Quality Education,SDG4.4.1.5,Proportion of students enrolled in Grade 1 who reach last grade - Primary,Wardha,District,2020,98.29,%,MahaSDB,no
4,Quality Education,SDG4.4.1.5,Proportion of students enrolled in Grade 1 who reach last grade - Primary,Wardha,District,2021,98.6,%,MahaSDB,no
4,Quality Education,SDG4.4.1.5,Proportion of students enrolled in Grade 1 who reach last grade - Primary,Wardha,District,2022,100,%,MahaSDB,no
4,Quality Education,SDG4.4.1.5,Proportion of students enrolled in Grade 1 who reach last grade - Primary,Wardha,District,2023,92.7,%,MahaSDB,no
4,Quality Education,SDG4.4.1.5,Proportion of students enrolled in Grade 1 who reach last grade - Primary,Wardha,District,2024,100,%,MahaSDB,no
4,Quality Education,SDG4.4.1.5,Proportion of students enrolled in Grade 1 who reach last grade - Primary,Wardha,District,2025,111.79,%,MahaSDB [advance release],observed_advance
4,Quality Education,SDG4.4.1.5,Proportion of students enrolled in Grade 1 who reach last grade - Secondary,Wardha,District,2016,87.01,%,MahaSDB,no
4,Quality Education,SDG4.4.1.5,Proportion of students enrolled in Grade 1 who reach last grade - Secondary,Wardha,District,2017,95.8,%,MahaSDB,no
4,Quality Education,SDG4.4.1.5,Proportion of students enrolled in Grade 1 who reach last grade - Secondary,Wardha,District,2018,95.72,%,MahaSDB,no
4,Quality Education,SDG4.4.1.5,Proportion of students enrolled in Grade 1 who reach last grade - Secondary,Wardha,District,2019,95.61,%,MahaSDB,no
4,Quality Education,SDG4.4.1.5,Proportion of students enrolled in Grade 1 who reach last grade - Secondary,Wardha,District,2020,99.71,%,MahaSDB,no
4,Quality Education,SDG4.4.1.5,Proportion of students enrolled in Grade 1 who reach last grade - Secondary,Wardha,District,2021,97.26,%,MahaSDB,no
4,Quality Education,SDG4.4.1.5,Proportion of students enrolled in Grade 1 who reach last grade - Secondary,Wardha,District,2022,97.93,%,MahaSDB,no
4,Quality Education,SDG4.4.1.5,Proportion of students enrolled in Grade 1 who reach last grade - Secondary,Wardha,District,2023,95.77,%,MahaSDB,no
4,Quality Education,SDG4.4.1.5,Proportion of students enrolled in Grade 1 who reach last grade - Secondary,Wardha,District,2024,94.54,%,MahaSDB,no
4,Quality Education,SDG4.4.1.5,Proportion of students enrolled in Grade 1 who reach last grade - Upper Primary,Wardha,District,2016,96.62,%,MahaSDB,no
4,Quality Education,SDG4.4.1.5,Proportion of students enrolled in Grade 1 who reach last grade - Upper Primary,Wardha,District,2017,95.94,%,MahaSDB,no
4,Quality Education,SDG4.4.1.5,Proportion of students enrolled in Grade 1 who reach last grade - Upper Primary,Wardha,District,2018,97.49,%,MahaSDB,no
4,Quality Education,SDG4.4.1.5,Proportion of students enrolled in Grade 1 who reach last grade - Upper Primary,Wardha,District,2019,97.02,%,MahaSDB,no
4,Quality Education,SDG4.4.1.5,Proportion of students enrolled in Grade 1 who reach last grade - Upper Primary,Wardha,District,2020,96.67,%,MahaSDB,no
4,Quality Education,SDG4.4.1.5,Proportion of students enrolled in Grade 1 who reach last grade - Upper Primary,Wardha,District,2021,96.45,%,MahaSDB,no
4,Quality Education,SDG4.4.1.5,Proportion of students enrolled in Grade 1 who reach last grade - Upper Primary,Wardha,District,2022,95.48,%,MahaSDB,no
4,Quality Education,SDG4.4.1.5,Proportion of students enrolled in Grade 1 who reach last grade - Upper Primary,Wardha,District,2023,94.06,%,MahaSDB,no
4,Quality Education,SDG4.4.1.5,Proportion of students enrolled in Grade 1 who reach last grade - Upper Primary,Wardha,District,2024,94.53,%,MahaSDB,no
4,Quality Education,SDG4.4.c.1,Proportion of trained teachers - Higher Secondary,Wardha,District,2016,99.9,%,MahaSDB,no
4,Quality Education,SDG4.4.c.1,Proportion of trained teachers - Higher Secondary,Wardha,District,2017,99.9,%,MahaSDB,no
4,Quality Education,SDG4.4.c.1,Proportion of trained teachers - Higher Secondary,Wardha,District,2018,99.3,%,MahaSDB,no
4,Quality Education,SDG4.4.c.1,Proportion of trained teachers - Higher Secondary,Wardha,District,2019,98.6,%,MahaSDB,no
4,Quality Education,SDG4.4.c.1,Proportion of trained teachers - Higher Secondary,Wardha,District,2020,97,%,MahaSDB,no
4,Quality Education,SDG4.4.c.1,Proportion of trained teachers - Higher Secondary,Wardha,District,2021,97.1,%,MahaSDB,no
4,Quality Education,SDG4.4.c.1,Proportion of trained teachers - Higher Secondary,Wardha,District,2022,96.3,%,MahaSDB,no
4,Quality Education,SDG4.4.c.1,Proportion of trained teachers - Higher Secondary,Wardha,District,2023,97.7,%,MahaSDB,no
4,Quality Education,SDG4.4.c.1,Proportion of trained teachers - Higher Secondary,Wardha,District,2024,96.6,%,MahaSDB,no
4,Quality Education,SDG4.4.c.1,Proportion of trained teachers - Primary,Wardha,District,2016,99.5,%,MahaSDB,no
4,Quality Education,SDG4.4.c.1,Proportion of trained teachers - Primary,Wardha,District,2017,99,%,MahaSDB,no
4,Quality Education,SDG4.4.c.1,Proportion of trained teachers - Primary,Wardha,District,2018,98.5,%,MahaSDB,no
4,Quality Education,SDG4.4.c.1,Proportion of trained teachers - Primary,Wardha,District,2019,97.6,%,MahaSDB,no
4,Quality Education,SDG4.4.c.1,Proportion of trained teachers - Primary,Wardha,District,2020,97.5,%,MahaSDB,no
4,Quality Education,SDG4.4.c.1,Proportion of trained teachers - Primary,Wardha,District,2021,97.4,%,MahaSDB,no
4,Quality Education,SDG4.4.c.1,Proportion of trained teachers - Primary,Wardha,District,2022,97.1,%,MahaSDB,no
4,Quality Education,SDG4.4.c.1,Proportion of trained teachers - Primary,Wardha,District,2023,97.2,%,MahaSDB,no
4,Quality Education,SDG4.4.c.1,Proportion of trained teachers - Primary,Wardha,District,2024,96.6,%,MahaSDB,no
4,Quality Education,SDG4.4.c.1,Proportion of trained teachers - Secondary,Wardha,District,2016,99.3,%,MahaSDB,no
4,Quality Education,SDG4.4.c.1,Proportion of trained teachers - Secondary,Wardha,District,2017,99.5,%,MahaSDB,no
4,Quality Education,SDG4.4.c.1,Proportion of trained teachers - Secondary,Wardha,District,2018,99.2,%,MahaSDB,no
4,Quality Education,SDG4.4.c.1,Proportion of trained teachers - Secondary,Wardha,District,2019,98.5,%,MahaSDB,no
4,Quality Education,SDG4.4.c.1,Proportion of trained teachers - Secondary,Wardha,District,2020,98.1,%,MahaSDB,no
4,Quality Education,SDG4.4.c.1,Proportion of trained teachers - Secondary,Wardha,District,2021,97.8,%,MahaSDB,no
4,Quality Education,SDG4.4.c.1,Proportion of trained teachers - Secondary,Wardha,District,2022,97.6,%,MahaSDB,no
4,Quality Education,SDG4.4.c.1,Proportion of trained teachers - Secondary,Wardha,District,2023,99.2,%,MahaSDB,no
4,Quality Education,SDG4.4.c.1,Proportion of trained teachers - Secondary,Wardha,District,2024,99,%,MahaSDB,no
4,Quality Education,SDG4.4.c.1,Proportion of trained teachers - Upper Primary,Wardha,District,2016,99.6,%,MahaSDB,no
4,Quality Education,SDG4.4.c.1,Proportion of trained teachers - Upper Primary,Wardha,District,2017,99.2,%,MahaSDB,no
4,Quality Education,SDG4.4.c.1,Proportion of trained teachers - Upper Primary,Wardha,District,2018,98.9,%,MahaSDB,no
4,Quality Education,SDG4.4.c.1,Proportion of trained teachers - Upper Primary,Wardha,District,2019,97.8,%,MahaSDB,no
4,Quality Education,SDG4.4.c.1,Proportion of trained teachers - Upper Primary,Wardha,District,2020,97.1,%,MahaSDB,no
4,Quality Education,SDG4.4.c.1,Proportion of trained teachers - Upper Primary,Wardha,District,2021,97.3,%,MahaSDB,no
4,Quality Education,SDG4.4.c.1,Proportion of trained teachers - Upper Primary,Wardha,District,2022,97,%,MahaSDB,no
4,Quality Education,SDG4.4.c.1,Proportion of trained teachers - Upper Primary,Wardha,District,2023,98,%,MahaSDB,no
4,Quality Education,SDG4.4.c.1,Proportion of trained teachers - Upper Primary,Wardha,District,2024,97.5,%,MahaSDB,no
4,Quality Education,SDG4.4.6.3,Rural Female Literates (Rural) — Population,Wardha,District,1991,"180,043.00",persons,Census,no
4,Quality Education,SDG4.4.6.3,Rural Literacy Rate (Census 2011),Arvi,Taluka,2011,84.5,%,SER,no
4,Quality Education,SDG4.4.6.3,Rural Literacy Rate - District (Census 2011),Wardha,District,2011,84.27,%,SER,no
4,Quality Education,SDG4.4.6.3,Rural Literates (Rural) — Population,Wardha,District,1991,"439,429.00",persons,Census,no
4,Quality Education,SDG4.4.6.3,Rural Male Literates (Rural) — Population,Wardha,District,1991,"259,385.00",persons,Census,no
4,Quality Education,SDG4.4.6.1,SC Female Illiterates (Total),Arvi,Taluka,2011,"2,191.00",persons,Census,no
4,Quality Education,SDG4.4.6.1,SC Female Illiterates (Total),Wardha,Taluka,2011,"8,165.00",persons,Census,no
4,Quality Education,SDG4.4.6.3,SC Female Illiterates (Total) — Scheduled Castes (SC) Detailed,Arvi,Taluka,2011,"2,191.00",persons,Census,no
4,Quality Education,SDG4.4.6.3,SC Female Illiterates (Total) — Scheduled Castes (SC) Detailed,Wardha,Taluka,2011,"8,165.00",persons,Census,no
4,Quality Education,SDG4.4.6.1,SC Female Literates (Total),Arvi,Taluka,2011,"4,620.00",persons,Census,no
4,Quality Education,SDG4.4.6.1,SC Female Literates (Total),Wardha,Taluka,2011,"28,408.00",persons,Census,no
4,Quality Education,SDG4.4.6.3,SC Female Literates (Total) — Scheduled Castes (SC) Detailed,Arvi,Taluka,2011,"4,620.00",persons,Census,no
4,Quality Education,SDG4.4.6.3,SC Female Literates (Total) — Scheduled Castes (SC) Detailed,Wardha,Taluka,2011,"28,408.00",persons,Census,no
4,Quality Education,SDG4.4.5.2,SC Hostel Capacity,Wardha,District,2024,"1,052.00",Number,SER,no
4,Quality Education,SDG4.4.5.2,SC Hostels (district total),Wardha,District,2024,41,Number,SER,no
4,Quality Education,SDG4.4.6.1,SC Illiterates (Total),Arvi,Taluka,2011,"3,513.00",persons,Census,no
4,Quality Education,SDG4.4.6.1,SC Illiterates (Total),Wardha,Taluka,2011,"13,203.00",persons,Census,no
4,Quality Education,SDG4.4.6.3,SC Illiterates (Total) — Scheduled Castes (SC) Detailed,Arvi,Taluka,2011,"3,513.00",persons,Census,no
4,Quality Education,SDG4.4.6.3,SC Illiterates (Total) — Scheduled Castes (SC) Detailed,Wardha,Taluka,2011,"13,203.00",persons,Census,no
4,Quality Education,SDG4.4.6.3,SC Literacy Rate (Census 2011),Arvi,Taluka,2011,83.9,%,SER,no
4,Quality Education,SDG4.4.6.1,SC Literates (Total),Arvi,Taluka,2011,"10,516.00",persons,Census,no
4,Quality Education,SDG4.4.6.1,SC Literates (Total),Wardha,Taluka,2011,"60,738.00",persons,Census,no
4,Quality Education,SDG4.4.6.3,SC Literates (Total) — Scheduled Castes (SC) Detailed,Arvi,Taluka,2011,"10,516.00",persons,Census,no
4,Quality Education,SDG4.4.6.3,SC Literates (Total) — Scheduled Castes (SC) Detailed,Wardha,Taluka,2011,"60,738.00",persons,Census,no
4,Quality Education,SDG4.4.6.1,SC Male Illiterates (Total),Arvi,Taluka,2011,"1,322.00",persons,Census,no
4,Quality Education,SDG4.4.6.1,SC Male Illiterates (Total),Wardha,Taluka,2011,"5,038.00",persons,Census,no
4,Quality Education,SDG4.4.6.3,SC Male Illiterates (Total) — Scheduled Castes (SC) Detailed,Arvi,Taluka,2011,"1,322.00",persons,Census,no
4,Quality Education,SDG4.4.6.3,SC Male Illiterates (Total) — Scheduled Castes (SC) Detailed,Wardha,Taluka,2011,"5,038.00",persons,Census,no
4,Quality Education,SDG4.4.6.1,SC Male Literates (Total),Arvi,Taluka,2011,"5,896.00",persons,Census,no
4,Quality Education,SDG4.4.6.1,SC Male Literates (Total),Wardha,Taluka,2011,"32,330.00",persons,Census,no
4,Quality Education,SDG4.4.6.3,SC Male Literates (Total) — Scheduled Castes (SC) Detailed,Arvi,Taluka,2011,"5,896.00",persons,Census,no
4,Quality Education,SDG4.4.6.3,SC Male Literates (Total) — Scheduled Castes (SC) Detailed,Wardha,Taluka,2011,"32,330.00",persons,Census,no
4,Quality Education,SDG4.4.5.1,SC Students (district total),Wardha,District,2024,"36,855.00",Number,SER,no
4,Quality Education,SDG4.4.6.1,ST Female Illiterates (Total),Arvi,Taluka,2011,"3,601.00",persons,Census,no
4,Quality Education,SDG4.4.6.3,ST Female Illiterates (Total) — Scheduled Tribes (ST) Detailed,Arvi,Taluka,2011,"3,601.00",persons,Census,no
4,Quality Education,SDG4.4.6.3,ST Female Illiterates (Total) — Scheduled Tribes (ST) Detailed,Wardha,District,2011,"26,055.00",persons,Census,no
4,Quality Education,SDG4.4.6.1,ST Female Literates (Total),Arvi,Taluka,2011,"6,037.00",persons,Census,no
4,Quality Education,SDG4.4.6.3,ST Female Literates (Total) — Scheduled Tribes (ST) Detailed,Arvi,Taluka,2011,"6,037.00",persons,Census,no
4,Quality Education,SDG4.4.6.3,ST Female Literates (Total) — Scheduled Tribes (ST) Detailed,Wardha,District,2011,"46,754.00",persons,Census,no
4,Quality Education,SDG4.4.6.1,ST Illiterates (Total),Arvi,Taluka,2011,"6,036.00",persons,Census,no
4,Quality Education,SDG4.4.6.3,ST Illiterates (Total) — Scheduled Tribes (ST) Detailed,Arvi,Taluka,2011,"6,036.00",persons,Census,no
4,Quality Education,SDG4.4.6.3,ST Illiterates (Total) — Scheduled Tribes (ST) Detailed,Wardha,District,2011,"44,034.00",persons,Census,no
4,Quality Education,SDG4.4.6.3,ST Literacy Rate (Census 2011),Arvi,Taluka,2011,78.4,%,SER,no
4,Quality Education,SDG4.4.6.1,ST Literates (Total),Arvi,Taluka,2011,"13,779.00",persons,Census,no
4,Quality Education,SDG4.4.6.3,ST Literates (Total) — Scheduled Tribes (ST) Detailed,Arvi,Taluka,2011,"13,779.00",persons,Census,no
4,Quality Education,SDG4.4.6.3,ST Literates (Total) — Scheduled Tribes (ST) Detailed,Wardha,District,2011,"105,473.00",persons,Census,no
4,Quality Education,SDG4.4.6.1,ST Male Illiterates (Total),Arvi,Taluka,2011,"2,435.00",persons,Census,no
4,Quality Education,SDG4.4.6.3,ST Male Illiterates (Total) — Scheduled Tribes (ST) Detailed,Arvi,Taluka,2011,"2,435.00",persons,Census,no
4,Quality Education,SDG4.4.6.3,ST Male Illiterates (Total) — Scheduled Tribes (ST) Detailed,Wardha,District,2011,"17,979.00",persons,Census,no
4,Quality Education,SDG4.4.6.1,ST Male Literates (Total),Arvi,Taluka,2011,"7,742.00",persons,Census,no
4,Quality Education,SDG4.4.6.3,ST Male Literates (Total) — Scheduled Tribes (ST) Detailed,Arvi,Taluka,2011,"7,742.00",persons,Census,no
4,Quality Education,SDG4.4.6.3,ST Male Literates (Total) — Scheduled Tribes (ST) Detailed,Wardha,District,2011,"58,719.00",persons,Census,no
4,Quality Education,SDG4.4.5.1,ST Students (district total),Wardha,District,2024,"32,583.00",Number,SER,no
4,Quality Education,SDG4.4.1.7,Secondary + H.S. Schools (district total),Wardha,District,2024,367,Number,SER,no
4,Quality Education,SDG4.4.1.7,Secondary Schools (total),Arvi,Taluka,2024,34,Number,SER,no
4,Quality Education,SDG4.4.1.7,Secondary Students (total),Arvi,Taluka,2024,"3,291.00",Number,SER,no
4,Quality Education,SDG4.4.1.7,Secondary Students enrolled (district total),Wardha,District,2024,"60,248.00",Number,SER,no
4,Quality Education,SDG4.4.c.2,Student-Teacher Ratio Primary (district),Wardha,District,2024,18,Number,SER,no
4,Quality Education,SDG4.4.c.2,Student-Teacher Ratio Secondary (district),Wardha,District,2024,30,Number,SER,no
4,Quality Education,SDG4.4.1.7,Total Enrollment Cl 1-10 (district),Wardha,District,2024,"203,969.00",Number,SER,no
4,Quality Education,SDG4.4.6.3,Total Illiterates (Rural) — Education & Literacy,Wardha,Taluka,2001,"59,042.00",persons,Census,no
4,Quality Education,SDG4.4.6.3,Total Illiterates (Total) — Education & Literacy,Arvi,Taluka,2001,"45,338.00",persons,Census,no
4,Quality Education,SDG4.4.6.3,Total Literate Population (Total) — Census 2011,Arvi,Taluka,2011,"113,326.00",persons,Census,no
4,Quality Education,SDG4.4.6.3,Total Literates (Rural) — Education & Literacy,Arvi,Taluka,2001,"67,046.00",persons,Census,no
4,Quality Education,SDG4.4.6.3,Total Literates (Rural) — Education & Literacy,Wardha,Taluka,2001,"128,823.00",persons,Census,no
